Location,Total Land Area (acres),Number of Cows,Farm Size,Date,Product ID,Product Name,Brand,Quantity (liters/kg),Price per Unit,Total Value,Shelf Life (days),Storage Condition,Production Date,Expiration Date,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Karnataka,618.84,359,Medium,2022-12-24,47,Buttermilk,Sudha,202.26,188.28,5642.67,107,Refrigerated,2019-07-27,2024-10-07,296,92.3,150772.06,Jharkhand,Retail,837,70.82,187.03
West Bengal,389.19,379,Small,2023-03-26,26,Yogurt,Raj,995.47,116.37,17017.77,154,Ambient,2019-07-17,2024-03-05,210,120.31,86298.28,Haryana,Retail,793,6.74,75.11
Rajasthan,356.26,296,Medium,2020-12-15,34,Lassi,Dynamix Dairies,172.49,86.75,30781.26,308,Refrigerated,2019-09-02,2025-06-09,204,86.73,33875.99,Kerala,Wholesale,828,85.71,93.27
Karnataka,468.46,241,Small,2023-08-25,2,Ice Cream,Raj,748.61,32.66,24566.85,160,Tetra Pack,2020-04-10,2024-06-03,969,147.36,80121.66,Uttar Pradesh,Wholesale,773,90.99,153.15
Madhya Pradesh,810.37,178,Medium,2022-02-10,24,Lassi,Dodla Dairy,834.81,68.18,7962.36,98,Ambient,2020-01-30,2024-01-04,617,59.15,173908.32,Maharashtra,Wholesale,1118,82.01,166.14
Telangana,242.9,414,Small,2020-09-19,10,Ice Cream,Palle2patnam,712.76,98.83,74325.88,159,Tetra Pack,2022-12-08,2025-05-05,561,140.4,164398.08,West Bengal,Retail,587,75.02,110.58
West Bengal,441.16,283,Medium,2021-07-05,48,Milk,Passion Cheese,246.29,22.67,73525.39,51,Frozen,2022-07-05,2025-04-17,510,128.11,176486.17,Maharashtra,Wholesale,706,45.24,22.31
West Bengal,166.8,12,Medium,2023-08-27,16,Buttermilk,Dynamix Dairies,629.48,88.36,65014.12,113,Frozen,2023-07-18,2025-06-08,201,68.18,129571.89,Madhya Pradesh,Retail,75,96.12,3.7
Uttar Pradesh,709.98,144,Small,2022-03-16,30,Curd,Warana,567.53,66.55,44454.91,343,Frozen,2019-10-19,2024-12-22,174,79.85,31540.95,Maharashtra,Wholesale,1085,56.15,194.0
Gujarat,263.5,478,Small,2019-04-23,39,Lassi,Passion Cheese,728.9,155.41,34100.49,143,Refrigerated,2021-02-19,2025-04-19,134,140.33,197444.82,Telangana,Retail,405,16.95,184.55
Chandigarh,584.96,353,Large,2019-10-07,26,Curd,Amul,213.94,105.84,89032.11,16,Tetra Pack,2023-02-20,2024-12-14,640,164.27,186534.67,Jharkhand,Retail,610,21.74,60.92
Madhya Pradesh,954.52,327,Large,2021-10-01,41,Curd,Amul,905.59,144.14,38973.99,86,Tetra Pack,2021-03-11,2025-01-18,254,57.47,9996.2,Kerala,Wholesale,460,87.0,118.44
West Bengal,612.57,103,Large,2022-11-28,24,Yogurt,Amul,756.6,189.32,26307.11,223,Tetra Pack,2021-08-08,2025-04-04,743,48.81,85642.77,Madhya Pradesh,Online,436,80.67,174.36
Madhya Pradesh,911.52,439,Medium,2022-09-29,48,Ghee,Mother Dairy,191.48,184.15,16307.12,248,Ambient,2023-08-18,2024-02-17,240,28.9,45287.3,Telangana,Online,389,19.12,171.66
Jharkhand,54.08,295,Large,2020-09-21,2,Buttermilk,Dodla Dairy,977.05,59.22,9323.64,112,Polythene Packet,2023-07-30,2024-03-19,37,163.68,138924.05,Uttar Pradesh,Wholesale,1015,22.65,155.12
Madhya Pradesh,798.33,181,Small,2021-07-06,46,Milk,Sudha,66.35,137.56,34470.79,273,Polythene Packet,2023-09-05,2024-02-28,73,106.96,192530.2,Gujarat,Wholesale,614,44.37,101.64
Telangana,450.55,445,Medium,2019-07-24,47,Yogurt,Warana,287.99,191.2,60117.42,174,Ambient,2023-12-02,2024-05-11,795,116.19,138886.89,Jharkhand,Online,33,19.59,188.14
Rajasthan,135.89,237,Large,2020-03-25,21,Curd,Mother Dairy,907.41,142.71,84508.83,256,Tetra Pack,2019-12-25,2025-02-05,259,49.31,2949.22,Maharashtra,Online,960,13.45,186.11
Chandigarh,49.14,412,Large,2020-10-25,36,Cheese,Amul,450.65,127.78,70742.56,46,Tetra Pack,2023-01-22,2025-10-11,13,151.5,6281.02,Maharashtra,Online,828,91.92,102.47
Delhi,522.25,166,Small,2020-03-18,7,Buttermilk,Parag Milk Foods,995.38,113.56,30341.38,167,Frozen,2023-11-23,2025-06-28,450,23.69,53942.14,Delhi,Wholesale,298,33.46,42.01
Haryana,812.29,112,Large,2021-11-03,2,Cheese,Raj,516.33,118.91,15175.08,187,Frozen,2020-05-12,2024-10-20,669,122.71,155870.03,Karnataka,Online,163,79.64,69.05
Telangana,466.78,178,Medium,2020-02-29,16,Milk,Warana,982.45,96.63,50832.93,91,Ambient,2022-04-07,2024-07-06,331,149.04,161237.75,Madhya Pradesh,Retail,76,39.69,138.74
Tamil Nadu,500.02,285,Medium,2022-04-30,33,Butter,Sudha,557.12,101.87,65068.53,220,Frozen,2022-05-10,2025-04-03,608,92.97,8338.44,Madhya Pradesh,Wholesale,1479,73.3,27.11
Uttar Pradesh,798.79,443,Small,2019-04-25,38,Paneer,Raj,368.97,34.92,88165.55,271,Ambient,2020-03-04,2025-11-13,180,56.68,193113.71,Haryana,Retail,389,96.61,155.78
Uttar Pradesh,703.56,42,Large,2020-06-29,41,Buttermilk,Amul,566.1,112.5,6616.28,9,Tetra Pack,2021-05-17,2025-05-10,133,133.9,133787.82,Telangana,Online,1174,3.52,105.58
Kerala,453.4,163,Large,2020-07-05,2,Milk,Dodla Dairy,693.38,57.16,47929.23,262,Ambient,2020-03-04,2024-01-28,537,16.19,81173.76,Haryana,Retail,533,79.39,180.25
Maharashtra,380.27,201,Large,2023-12-12,19,Buttermilk,Amul,239.55,129.4,16973.53,105,Polythene Packet,2020-07-25,2024-01-02,444,122.54,167676.65,Telangana,Wholesale,907,16.21,56.2
Haryana,865.27,284,Large,2019-03-18,46,Milk,Warana,770.71,94.04,90345.3,180,Frozen,2023-11-03,2024-07-19,155,44.13,43649.09,Rajasthan,Wholesale,894,41.73,71.02
Delhi,150.81,66,Small,2020-11-03,37,Paneer,Parag Milk Foods,963.35,165.0,22680.49,277,Polythene Packet,2022-12-16,2024-12-07,776,35.04,117457.55,Maharashtra,Wholesale,869,73.84,38.41
Bihar,815.82,81,Small,2019-10-18,28,Ghee,Amul,721.1,163.24,66235.02,75,Tetra Pack,2019-03-01,2025-07-26,147,165.77,7512.21,Maharashtra,Retail,445,81.75,116.35
Uttar Pradesh,772.83,371,Large,2022-10-05,39,Buttermilk,Palle2patnam,814.57,119.41,97482.09,276,Ambient,2021-11-13,2025-06-28,956,163.85,163198.54,Maharashtra,Online,326,78.05,136.81
Tamil Nadu,889.39,258,Small,2019-04-02,40,Lassi,Palle2patnam,613.98,106.07,14167.65,24,Frozen,2023-03-15,2025-02-02,221,162.46,161614.69,Gujarat,Wholesale,1174,45.41,11.22
Telangana,665.64,347,Small,2023-06-29,14,Milk,Britannia Industries,317.25,199.29,38997.39,48,Ambient,2020-10-25,2024-02-25,850,93.16,178145.42,Gujarat,Retail,863,40.33,176.79
Maharashtra,270.25,465,Large,2022-03-29,13,Curd,Parag Milk Foods,549.46,44.08,55498.25,258,Refrigerated,2019-04-03,2024-07-23,13,112.89,166231.57,Maharashtra,Online,13,81.63,159.05
Madhya Pradesh,363.99,429,Medium,2019-12-16,32,Buttermilk,Britannia Industries,420.72,156.2,2735.84,62,Frozen,2022-07-13,2024-05-15,965,149.6,125139.3,Maharashtra,Online,108,69.34,37.57
West Bengal,162.28,295,Medium,2023-08-04,40,Lassi,Amul,784.74,155.24,37688.91,96,Polythene Packet,2023-01-29,2024-12-11,851,132.07,158818.85,Jharkhand,Retail,215,45.02,15.31
Uttar Pradesh,195.93,366,Large,2022-12-28,13,Milk,Raj,78.42,137.22,55736.35,286,Tetra Pack,2023-09-16,2025-10-06,959,152.49,146400.33,Uttar Pradesh,Online,366,49.54,150.56
Jharkhand,532.2,182,Medium,2022-01-25,30,Yogurt,Dynamix Dairies,264.59,26.26,58860.66,130,Tetra Pack,2019-09-06,2025-11-26,17,177.65,36478.75,Rajasthan,Retail,75,60.61,29.78
Delhi,791.5,335,Small,2021-05-27,21,Milk,Passion Cheese,317.36,78.77,64903.5,298,Polythene Packet,2023-06-27,2024-06-12,152,45.25,180647.83,Gujarat,Wholesale,413,46.94,67.3
Maharashtra,575.01,313,Large,2019-03-06,46,Ice Cream,Warana,754.18,79.14,46507.59,217,Refrigerated,2019-06-29,2024-12-14,843,46.83,4765.43,Jharkhand,Retail,513,32.01,36.97
Rajasthan,272.67,469,Medium,2021-02-04,43,Lassi,Dodla Dairy,92.31,68.72,4553.62,275,Refrigerated,2021-10-09,2024-11-09,461,173.34,52426.72,Chandigarh,Retail,1118,43.23,116.54
Delhi,886.71,401,Small,2021-03-22,32,Ice Cream,Palle2patnam,54.21,83.11,66279.12,25,Ambient,2021-01-14,2024-10-02,102,173.45,42638.0,Haryana,Retail,1452,10.85,13.86
Madhya Pradesh,48.59,102,Medium,2022-12-22,32,Cheese,Passion Cheese,936.03,187.95,14222.48,271,Frozen,2021-04-12,2024-07-04,269,105.25,152760.7,Delhi,Online,878,68.1,194.66
Maharashtra,541.26,28,Large,2021-04-18,32,Ghee,Britannia Industries,165.94,190.07,26051.68,194,Polythene Packet,2023-06-01,2024-06-16,62,40.63,1931.64,Haryana,Retail,359,68.67,132.35
Bihar,492.35,155,Small,2019-12-20,8,Buttermilk,Parag Milk Foods,62.35,51.14,52193.89,112,Polythene Packet,2022-10-21,2025-08-18,884,23.26,31653.53,Bihar,Online,204,42.04,25.53
Kerala,942.29,376,Small,2022-09-27,37,Curd,Raj,607.72,165.97,54107.25,93,Frozen,2019-04-05,2024-10-29,588,15.55,72747.18,Tamil Nadu,Retail,623,61.04,177.07
Kerala,125.89,273,Medium,2023-04-18,38,Yogurt,Mother Dairy,273.55,197.41,46895.88,26,Ambient,2021-07-02,2025-09-20,959,132.33,94457.62,Bihar,Online,361,76.9,18.67
Gujarat,418.08,94,Small,2020-08-21,48,Paneer,Sudha,102.0,24.84,21895.49,139,Frozen,2022-06-30,2025-05-07,471,169.0,25972.38,Rajasthan,Retail,1295,3.17,38.69
Uttar Pradesh,785.0,102,Small,2021-06-10,16,Ice Cream,Mother Dairy,708.89,25.94,7311.25,200,Polythene Packet,2020-03-21,2024-08-25,240,64.24,58542.14,Chandigarh,Online,357,51.04,2.65
Bihar,785.5,474,Small,2019-01-17,30,Buttermilk,Palle2patnam,554.24,27.2,57371.99,171,Frozen,2022-03-05,2024-02-17,280,81.1,157124.6,Jharkhand,Retail,146,37.53,187.03
Madhya Pradesh,108.1,44,Medium,2019-08-29,27,Milk,Mother Dairy,484.12,131.57,1475.53,91,Tetra Pack,2021-06-20,2024-03-07,585,70.39,38293.17,Kerala,Retail,955,92.07,116.97
Haryana,534.15,114,Large,2021-11-06,46,Ice Cream,Raj,576.27,169.92,49589.9,253,Ambient,2019-12-20,2025-12-19,408,90.38,111837.94,Bihar,Online,1381,27.45,48.57
Maharashtra,112.7,393,Medium,2020-04-08,32,Yogurt,Parag Milk Foods,426.96,166.67,44760.62,16,Tetra Pack,2020-11-17,2024-02-07,643,48.4,80820.82,Karnataka,Online,107,62.21,34.53
Telangana,893.24,424,Small,2019-09-23,2,Butter,Dodla Dairy,329.8,108.86,41939.85,363,Frozen,2019-04-13,2024-01-26,891,21.09,50456.13,Jharkhand,Wholesale,1065,25.98,6.89
Kerala,670.34,85,Medium,2022-11-14,20,Yogurt,Dodla Dairy,109.95,173.81,37542.69,159,Ambient,2021-03-30,2025-12-21,216,35.42,177817.99,Chandigarh,Wholesale,466,57.6,194.4
Karnataka,693.81,60,Small,2019-03-07,28,Buttermilk,Sudha,111.87,73.56,22791.44,18,Ambient,2022-03-22,2024-09-15,598,153.93,180224.1,Jharkhand,Wholesale,1187,72.16,65.33
Kerala,697.06,251,Large,2019-04-20,9,Ghee,Britannia Industries,961.66,153.33,48324.44,75,Ambient,2020-10-30,2024-01-03,484,59.08,114416.37,Maharashtra,Retail,1359,70.37,24.95
Uttar Pradesh,313.45,397,Small,2020-11-02,31,Curd,Passion Cheese,441.31,49.17,60372.71,60,Tetra Pack,2020-06-22,2024-03-03,683,83.07,43038.51,Jharkhand,Wholesale,463,35.5,12.68
Uttar Pradesh,646.2,287,Medium,2020-08-07,21,Yogurt,Raj,742.59,136.83,14124.26,236,Tetra Pack,2022-10-30,2024-06-03,862,80.2,3291.61,Telangana,Retail,1492,69.55,61.06
Jharkhand,510.83,56,Medium,2023-05-27,49,Cheese,Raj,387.52,80.1,89411.05,311,Frozen,2023-01-20,2024-09-01,149,128.72,23225.25,Maharashtra,Wholesale,28,71.5,42.07
Chandigarh,730.87,392,Small,2023-09-12,31,Butter,Dynamix Dairies,528.4,47.88,71165.29,15,Frozen,2020-06-10,2024-10-01,949,46.62,158538.85,Delhi,Retail,1278,70.82,128.75
Chandigarh,904.24,393,Medium,2020-05-22,20,Yogurt,Dodla Dairy,88.08,167.38,66204.96,203,Tetra Pack,2019-02-08,2024-07-22,122,72.18,86668.55,Bihar,Wholesale,622,7.76,2.3
Jharkhand,727.42,298,Large,2020-06-23,10,Buttermilk,Raj,370.04,137.74,17083.03,57,Tetra Pack,2021-08-12,2024-05-04,119,75.63,51065.22,Bihar,Retail,873,98.44,175.04
Bihar,33.62,372,Small,2020-07-25,10,Lassi,Sudha,746.83,114.33,46726.59,280,Polythene Packet,2023-08-18,2024-03-30,602,141.36,67269.76,Bihar,Wholesale,536,80.08,156.69
Gujarat,193.61,249,Small,2019-08-26,21,Buttermilk,Amul,787.1,191.66,16398.28,64,Tetra Pack,2019-05-14,2024-12-01,295,121.51,3426.46,Gujarat,Wholesale,1346,31.53,163.35
Uttar Pradesh,702.8,238,Small,2022-04-17,16,Paneer,Passion Cheese,885.6,53.03,38615.3,243,Refrigerated,2022-11-04,2024-08-07,720,114.19,188433.18,Telangana,Retail,287,93.19,152.87
Bihar,674.91,74,Large,2021-12-13,8,Ice Cream,Dodla Dairy,742.1,137.65,89970.28,100,Tetra Pack,2021-03-22,2024-09-19,430,19.14,45228.29,Kerala,Online,1322,86.99,174.2
Delhi,966.66,440,Small,2020-03-27,44,Paneer,Dynamix Dairies,438.73,38.38,61195.53,182,Tetra Pack,2023-03-27,2025-12-10,107,32.04,57344.46,Bihar,Wholesale,900,75.92,17.7
Chandigarh,858.21,175,Small,2019-04-05,15,Lassi,Parag Milk Foods,807.33,112.67,77434.07,125,Refrigerated,2020-09-07,2025-11-10,130,129.27,103073.45,Maharashtra,Wholesale,628,46.93,126.33
West Bengal,868.04,211,Large,2021-12-01,3,Milk,Mother Dairy,590.52,61.86,82137.31,196,Ambient,2022-03-03,2024-01-21,250,138.01,199975.94,Chandigarh,Retail,1480,34.05,116.69
Rajasthan,704.7,106,Small,2020-10-07,26,Lassi,Dodla Dairy,614.42,179.92,29036.79,250,Polythene Packet,2020-07-12,2025-02-14,750,160.23,64746.96,Rajasthan,Wholesale,401,90.42,3.72
Rajasthan,596.9,361,Large,2021-12-20,11,Buttermilk,Britannia Industries,103.27,82.35,66087.38,82,Frozen,2022-12-14,2024-02-21,862,72.67,99997.11,Jharkhand,Online,255,87.75,199.05
Uttar Pradesh,247.48,178,Medium,2019-04-20,12,Yogurt,Raj,418.16,72.16,39203.16,228,Polythene Packet,2020-04-20,2024-12-13,814,39.03,64941.24,Karnataka,Retail,1396,56.6,5.53
Tamil Nadu,435.79,418,Medium,2020-11-30,27,Ice Cream,Dynamix Dairies,764.31,172.25,61058.03,6,Tetra Pack,2021-03-09,2025-04-28,875,45.4,195163.46,Kerala,Retail,686,5.47,11.28
Tamil Nadu,924.94,355,Large,2019-09-17,36,Butter,Raj,809.91,106.97,51390.85,311,Tetra Pack,2023-08-06,2025-03-21,447,125.78,57542.23,Chandigarh,Online,1232,5.27,108.5
Madhya Pradesh,158.64,46,Small,2020-04-14,39,Ice Cream,Britannia Industries,325.52,100.18,26918.17,7,Frozen,2020-05-01,2025-11-17,390,49.32,29924.77,Kerala,Online,915,10.53,102.38
Maharashtra,236.22,19,Large,2023-09-15,36,Buttermilk,Warana,796.81,143.15,21673.32,72,Tetra Pack,2019-08-30,2025-03-27,407,85.0,72258.03,Delhi,Online,264,78.92,62.09
Uttar Pradesh,365.43,189,Small,2022-03-23,4,Butter,Palle2patnam,806.83,129.95,58132.87,356,Tetra Pack,2021-06-08,2024-09-22,768,129.54,146114.32,Delhi,Online,308,70.23,175.41
Delhi,447.11,494,Medium,2020-06-19,31,Ghee,Dodla Dairy,507.29,64.28,41687.78,286,Ambient,2020-03-08,2025-04-30,613,45.5,37139.84,Jharkhand,Online,1064,87.12,135.06
Madhya Pradesh,941.45,208,Medium,2023-01-21,21,Paneer,Warana,526.25,42.66,33033.74,18,Frozen,2022-03-23,2025-04-06,170,163.0,25778.9,Rajasthan,Retail,1111,80.09,146.09
Tamil Nadu,177.66,267,Medium,2023-03-08,11,Paneer,Parag Milk Foods,956.46,153.82,19264.15,358,Refrigerated,2021-05-10,2025-10-09,656,48.09,115517.93,Karnataka,Wholesale,66,46.1,42.46
Uttar Pradesh,318.36,131,Large,2021-05-10,18,Milk,Mother Dairy,344.97,120.3,55227.79,13,Frozen,2023-03-09,2025-10-31,402,18.02,108896.67,Telangana,Wholesale,76,38.38,101.49
Uttar Pradesh,728.33,140,Small,2020-10-08,30,Ice Cream,Dynamix Dairies,585.99,180.61,25669.92,277,Ambient,2021-10-18,2024-10-22,379,163.46,42138.92,Delhi,Retail,417,80.15,99.6
Delhi,963.5,326,Small,2022-07-27,20,Curd,Britannia Industries,505.46,131.1,35092.76,213,Refrigerated,2019-03-01,2025-09-01,478,91.72,47452.35,Uttar Pradesh,Retail,573,36.56,193.2
Jharkhand,543.13,168,Small,2019-03-15,46,Ghee,Raj,526.0,31.98,89727.64,95,Refrigerated,2021-08-03,2024-09-04,623,97.37,146663.1,Bihar,Online,1142,55.64,72.05
Karnataka,845.19,219,Small,2023-06-17,22,Curd,Palle2patnam,138.06,68.71,80361.5,55,Tetra Pack,2020-05-20,2025-09-06,356,120.28,82721.83,Tamil Nadu,Wholesale,616,70.3,22.29
Chandigarh,947.69,71,Medium,2019-10-22,28,Milk,Parag Milk Foods,412.51,146.75,59337.48,30,Frozen,2019-04-19,2025-06-30,919,43.39,55674.13,Karnataka,Online,1467,6.26,93.13
Karnataka,640.83,490,Medium,2020-08-23,48,Ice Cream,Sudha,433.3,78.05,47477.81,203,Ambient,2020-03-17,2024-01-26,453,179.2,140752.65,Maharashtra,Online,417,3.41,14.6
Karnataka,366.57,159,Medium,2022-11-18,20,Paneer,Parag Milk Foods,96.17,125.54,82903.6,217,Ambient,2021-05-13,2025-06-20,84,135.58,152014.26,Madhya Pradesh,Online,1127,67.05,27.17
Haryana,85.09,335,Medium,2020-07-01,40,Butter,Parag Milk Foods,783.6,74.19,75020.71,88,Ambient,2019-03-17,2025-03-02,620,105.95,198536.76,Tamil Nadu,Wholesale,7,91.97,192.62
Bihar,375.1,365,Small,2021-10-18,1,Milk,Warana,812.44,86.87,98733.86,188,Frozen,2023-07-17,2024-11-14,146,142.41,121643.93,Uttar Pradesh,Retail,1112,3.49,140.21
Karnataka,561.13,483,Large,2023-07-06,23,Cheese,Amul,325.41,147.42,64858.36,200,Tetra Pack,2021-10-02,2024-12-04,292,58.2,148265.48,Gujarat,Online,678,90.57,138.74
Jharkhand,965.46,163,Large,2023-12-28,22,Buttermilk,Raj,217.0,85.59,33923.07,18,Refrigerated,2019-11-28,2025-07-20,345,176.15,156047.91,Chandigarh,Online,959,28.34,99.47
Maharashtra,250.43,245,Medium,2019-11-02,40,Yogurt,Amul,562.93,132.04,74183.82,128,Frozen,2023-06-28,2025-02-20,303,34.07,7649.1,Rajasthan,Retail,1093,4.85,183.84
Rajasthan,271.2,221,Large,2019-07-10,44,Paneer,Mother Dairy,211.75,108.68,97513.75,123,Polythene Packet,2019-05-14,2024-07-27,491,45.05,168793.99,Tamil Nadu,Retail,615,2.8,101.61
Haryana,995.57,203,Medium,2020-06-28,46,Lassi,Passion Cheese,77.44,98.65,39290.5,345,Refrigerated,2022-08-22,2025-07-17,983,47.61,51224.25,Delhi,Online,1186,47.54,42.07
Jharkhand,498.1,445,Small,2022-04-10,48,Ice Cream,Palle2patnam,642.28,105.41,72176.36,254,Polythene Packet,2019-01-26,2025-09-03,123,165.87,100023.88,Uttar Pradesh,Retail,1280,69.65,172.65
Karnataka,346.69,298,Small,2021-03-31,39,Yogurt,Warana,892.72,134.38,62441.42,354,Refrigerated,2022-08-05,2024-11-30,646,167.66,165147.81,Delhi,Retail,286,31.23,162.67
Madhya Pradesh,430.53,466,Large,2021-05-19,37,Yogurt,Parag Milk Foods,198.73,62.77,94663.79,222,Refrigerated,2023-12-24,2025-07-20,574,171.22,190659.02,West Bengal,Online,703,95.14,19.88
Haryana,84.42,77,Large,2020-09-24,46,Paneer,Dynamix Dairies,206.42,71.69,2418.39,238,Polythene Packet,2023-12-05,2024-01-14,299,29.25,136206.7,Madhya Pradesh,Online,925,59.68,40.09
Gujarat,685.5,461,Large,2022-05-27,15,Paneer,Warana,678.99,130.07,14325.46,119,Tetra Pack,2021-05-09,2024-09-22,209,52.98,51598.75,Telangana,Online,999,55.15,27.61
Jharkhand,29.84,387,Large,2019-07-07,25,Cheese,Palle2patnam,156.55,142.23,87617.33,316,Tetra Pack,2021-10-22,2024-09-28,895,67.12,107192.15,Karnataka,Wholesale,271,15.41,20.63
Karnataka,539.37,349,Small,2020-03-21,20,Paneer,Passion Cheese,923.23,140.12,88106.01,70,Ambient,2022-03-03,2025-09-30,689,43.6,185766.04,Gujarat,Retail,104,57.6,132.85
Haryana,217.71,474,Small,2021-02-04,32,Ghee,Palle2patnam,971.28,85.21,16975.12,150,Tetra Pack,2023-08-16,2024-01-03,746,118.39,197061.47,Bihar,Wholesale,517,78.23,57.84
Rajasthan,29.49,248,Medium,2022-05-09,37,Lassi,Warana,217.81,78.19,67967.18,17,Refrigerated,2020-04-01,2024-07-23,94,35.0,72184.18,Jharkhand,Retail,610,51.93,99.89
Jharkhand,155.36,495,Medium,2021-08-23,21,Butter,Palle2patnam,505.48,36.85,7653.14,338,Tetra Pack,2021-09-12,2025-11-28,943,95.59,142455.45,West Bengal,Wholesale,1109,84.42,5.94
Tamil Nadu,455.41,301,Large,2021-05-20,12,Yogurt,Britannia Industries,740.78,153.85,88954.88,269,Refrigerated,2023-10-24,2025-01-09,984,107.46,36906.16,Uttar Pradesh,Retail,81,28.54,134.62
Delhi,318.62,140,Medium,2021-10-19,7,Buttermilk,Warana,163.17,184.55,86599.64,155,Polythene Packet,2021-05-06,2024-01-23,785,166.64,132099.25,Telangana,Retail,1495,38.72,146.26
Uttar Pradesh,109.37,455,Small,2020-08-26,44,Curd,Dynamix Dairies,361.31,53.56,56380.02,220,Tetra Pack,2021-11-29,2025-04-15,444,22.78,194434.79,Telangana,Wholesale,1269,66.19,120.23
Madhya Pradesh,583.48,468,Small,2023-12-24,44,Buttermilk,Parag Milk Foods,660.23,149.56,83745.3,81,Ambient,2022-08-28,2024-06-17,935,125.98,165062.09,West Bengal,Retail,353,30.86,196.11
Telangana,411.9,87,Medium,2023-11-15,32,Ice Cream,Passion Cheese,910.33,89.14,97240.6,364,Tetra Pack,2023-08-04,2025-02-22,81,96.99,109507.34,Haryana,Retail,550,2.75,99.22
Uttar Pradesh,743.69,223,Large,2022-04-09,40,Paneer,Passion Cheese,795.4,48.63,38527.72,133,Ambient,2022-08-30,2025-06-04,168,95.55,134778.09,Maharashtra,Retail,1217,52.07,24.83
Delhi,502.6,414,Medium,2021-05-12,35,Buttermilk,Sudha,168.43,22.47,29851.33,50,Ambient,2023-11-07,2024-04-03,884,165.01,114811.26,Kerala,Online,1324,26.9,134.37
Kerala,86.03,165,Large,2021-06-10,1,Buttermilk,Warana,961.29,87.09,51267.95,330,Ambient,2019-10-19,2024-10-03,198,136.43,160564.13,Bihar,Online,1398,42.64,94.71
Maharashtra,729.49,124,Large,2021-04-12,48,Lassi,Dynamix Dairies,630.74,135.12,60141.24,34,Refrigerated,2021-07-15,2025-03-10,654,25.4,33356.21,Haryana,Wholesale,1383,31.67,78.36
Madhya Pradesh,867.76,238,Medium,2019-05-30,4,Butter,Mother Dairy,427.13,170.5,44226.2,360,Ambient,2022-01-03,2025-11-04,434,172.53,151728.62,Rajasthan,Wholesale,733,26.39,119.78
Bihar,347.64,212,Medium,2020-02-08,6,Buttermilk,Dynamix Dairies,145.47,78.39,75568.09,121,Tetra Pack,2020-08-02,2025-04-25,718,92.74,164533.78,Karnataka,Retail,608,96.49,156.02
Bihar,71.67,130,Large,2023-06-15,36,Milk,Dynamix Dairies,496.28,116.43,67857.04,36,Ambient,2023-11-08,2024-11-25,543,17.64,162784.21,Bihar,Retail,368,81.27,70.5
Karnataka,520.98,16,Medium,2022-11-21,27,Yogurt,Palle2patnam,360.16,64.58,86092.79,110,Refrigerated,2021-04-09,2024-04-07,246,115.96,92327.35,West Bengal,Online,1154,11.01,199.95
Karnataka,944.13,74,Small,2020-11-09,16,Milk,Warana,319.53,31.43,43604.45,348,Ambient,2020-05-26,2025-09-06,451,76.15,199735.83,Maharashtra,Online,971,93.22,57.55
Madhya Pradesh,663.48,31,Large,2019-09-01,31,Cheese,Sudha,150.6,34.67,30334.39,206,Ambient,2019-10-18,2024-04-15,156,107.95,102211.09,Jharkhand,Online,892,55.84,150.59
Kerala,582.11,22,Small,2022-08-09,40,Milk,Dodla Dairy,690.59,76.49,93195.53,114,Refrigerated,2019-05-01,2025-02-10,858,79.02,127718.25,Madhya Pradesh,Online,257,18.96,101.06
Madhya Pradesh,102.52,10,Large,2022-02-23,9,Ice Cream,Sudha,240.64,61.53,31314.24,91,Polythene Packet,2023-03-02,2025-10-26,256,128.7,13448.08,Telangana,Wholesale,1099,89.15,137.54
Tamil Nadu,41.35,96,Medium,2022-07-13,46,Buttermilk,Dynamix Dairies,675.26,21.76,41669.78,184,Ambient,2021-07-21,2024-08-31,552,132.76,61334.87,Kerala,Wholesale,1177,83.16,122.49
Haryana,644.48,43,Large,2023-12-13,25,Milk,Sudha,603.25,132.51,82477.48,210,Refrigerated,2022-08-01,2024-08-17,10,79.97,53970.83,Delhi,Retail,1292,96.34,125.34
West Bengal,66.66,81,Large,2019-09-24,3,Milk,Amul,596.95,47.7,6375.85,13,Refrigerated,2021-12-21,2024-09-26,906,122.04,118024.69,Madhya Pradesh,Wholesale,1342,25.97,4.44
West Bengal,125.91,436,Medium,2020-01-22,26,Buttermilk,Raj,645.3,72.71,1693.97,148,Tetra Pack,2022-03-28,2024-12-05,374,49.4,191638.21,Maharashtra,Online,885,83.23,196.35
Telangana,787.16,228,Small,2023-11-22,21,Buttermilk,Britannia Industries,526.93,160.97,13408.89,117,Frozen,2020-04-24,2025-04-19,552,80.05,158465.88,Haryana,Online,216,21.09,48.94
Chandigarh,344.65,463,Medium,2022-03-03,17,Butter,Raj,73.15,130.9,24998.73,97,Polythene Packet,2020-01-03,2024-11-19,233,59.52,58299.08,Haryana,Wholesale,648,66.9,10.45
Delhi,119.22,230,Medium,2019-01-12,42,Lassi,Mother Dairy,782.26,50.65,6893.58,90,Polythene Packet,2019-09-19,2025-01-02,147,75.7,63777.06,Delhi,Online,65,98.98,185.88
Maharashtra,578.3,240,Small,2019-08-23,11,Buttermilk,Passion Cheese,690.33,117.73,86929.99,11,Ambient,2020-04-17,2024-07-07,381,21.11,124872.48,Rajasthan,Retail,362,67.07,134.37
